soil_type,n_ratio,p_ratio,k_ratio,ph_level,avg_temp,avg_humidity,avg_rainfall,water_availability,irrigation_type,land_area,season,crop,age,education,annual_income,farming_experience,agro_climatic_zone,using_uzhavan_app,watch_agri_youtube,in_whatsapp_groups,adoption_level,technologies_used
Clay,75,76,146,9.2,31.5,70.1,299.8,Medium,Sprinkler,5.8,Kharif,Millets,55,Higher Secondary,919298,10,Delta,1,0,0,Medium,"['Soil Testing Kit', 'Soil Moisture Sensor', 'Drip Irrigation', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Red,121,47,58,5.1,28.2,94.3,99.1,Medium,Borewell,5.4,Rabi,Millets,55,Diploma,237212,24,Dry,0,0,0,Low,"['Farm Mechanization Tools', 'Soil Testing Kit', 'Soil Moisture Sensor']"
Red,44,82,33,4.1,29.5,48.7,228.2,High,Borewell,2.1,Kharif,Millets,22,Degree,215689,29,Delta,0,1,1,Medium,"['Sprinkler Irrigation', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drip Irrigation']"
Sandy,63,13,66,5.5,18.0,88.6,241.3,Medium,Rainfed,14.7,Rabi,Millets,18,Primary,841798,39,Delta,1,0,1,Medium,"['Soil Moisture Sensor', 'Farm Mechanization Tools', 'Mulching Sheets', 'Drone Spraying', 'Uzhavan Mobile App', 'Drip Irrigation']"
Black,93,50,190,7.1,32.0,45.3,192.2,Medium,Drip,12.8,Kharif,Millets,55,Degree,774205,42,Hilly,0,1,1,High,"['Drone Spraying', 'Drip Irrigation', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Soil Testing Kit']"
Black,86,101,154,3.8,17.9,56.2,57.2,High,Drip,11.3,Kharif,Sugarcane,53,Diploma,473265,31,Dry,0,0,1,Medium,"['Greenhouse / Polyhouse', 'Drip Irrigation', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Uzhavan Mobile App']"
Alluvial,12,28,14,8.2,38.9,59.8,192.0,High,Borewell,4.5,Kharif,Millets,23,High,159406,33,Hilly,0,0,0,Low,"['Farm Mechanization Tools', 'Drone Spraying']"
Red,136,127,191,8.3,26.3,46.9,115.3,Low,Rainfed,8.0,Rabi,Millets,67,Diploma,632291,44,Dry,0,0,0,Medium,"['Uzhavan Mobile App', 'Drip Irrigation', 'Drone Spraying', 'Greenhouse / Polyhouse']"
Clay,101,40,143,4.1,33.7,40.4,20.5,High,Drip,18.2,Rabi,Paddy,66,Higher Secondary,237438,4,Delta,1,1,1,Medium,"['Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Drone Spraying']"
Sandy,70,69,84,4.5,20.7,87.7,281.1,High,Borewell,7.9,Rabi,Millets,61,No Formal,414101,7,Coastal,0,0,0,Low,[]
Alluvial,24,60,64,9.3,20.4,35.0,266.4,Low,Borewell,19.0,Rabi,Millets,34,No Formal,419255,1,Delta,0,0,1,Low,"['Weather Forecast Mobile App', 'Soil Testing Kit']"
Clay,44,90,19,8.2,37.6,35.8,296.6,Medium,Rainfed,9.5,Rabi,Millets,28,Middle,553113,37,Dry,1,0,1,Medium,"['Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Mulching Sheets', 'Soil Testing Kit', 'Greenhouse / Polyhouse']"
Clay,139,128,89,4.0,33.8,79.7,78.5,Medium,Sprinkler,15.1,Kharif,Millets,66,Postgraduate,260019,32,Hilly,1,0,0,Medium,"['Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Drone Spraying', 'Drip Irrigation', 'Farm Mechanization Tools']"
Alluvial,20,31,119,6.5,29.7,59.0,238.0,Medium,Canal,6.4,Rabi,Millets,21,Middle,658405,38,Dry,1,1,1,High,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Mulching Sheets', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Sprinkler Irrigation']"
Red,65,74,51,5.4,28.3,85.1,203.5,Medium,Rainfed,5.1,Kharif,Millets,60,Diploma,851051,27,Coastal,1,1,1,High,"['Sprinkler Irrigation', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Drip Irrigation']"
Black,49,44,85,7.5,36.7,40.1,214.7,Low,Canal,15.1,Kharif,Millets,44,Higher Secondary,626318,11,Delta,1,1,0,High,"['Drone Spraying', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets']"
Alluvial,80,141,185,9.1,20.6,42.4,48.2,Low,Sprinkler,10.3,Rabi,Millets,27,Diploma,490762,28,Coastal,1,1,0,Medium,"['Drip Irrigation', 'Drone Spraying', 'Mulching Sheets', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse']"
Clay,75,97,145,3.5,25.7,80.8,280.5,High,Sprinkler,4.9,Kharif,Paddy,33,Middle,277043,27,Dry,1,1,1,Medium,"['Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Drip Irrigation']"
Clay,12,16,159,4.0,28.7,22.7,113.0,Medium,Rainfed,11.3,Kharif,Millets,57,Postgraduate,481844,17,Coastal,0,1,1,Medium,"['Mulching Sheets', 'Soil Testing Kit', 'Drip Irrigation', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Sprinkler Irrigation']"
Alluvial,94,50,14,4.8,15.1,85.5,63.3,High,Rainfed,9.3,Kharif,Millets,20,Higher Secondary,51952,42,Hilly,1,1,1,High,"['Soil Moisture Sensor', 'Drone Spraying', 'Soil Testing Kit', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Mulching Sheets', 'Uzhavan Mobile App']"
Alluvial,40,115,52,9.8,35.3,66.2,44.4,High,Canal,0.8,Kharif,Millets,57,Primary,82930,22,Hilly,0,1,0,Low,"['Weather Forecast Mobile App', 'Farm Mechanization Tools']"
Black,55,12,88,6.4,17.3,45.8,259.9,Low,Drip,3.3,Kharif,Millets,22,Postgraduate,58997,33,Delta,0,0,1,Medium,"['Soil Moisture Sensor', 'Farm Mechanization Tools', 'Drone Spraying', 'Uzhavan Mobile App', 'Weather Forecast Mobile App']"
Black,72,142,30,7.8,25.8,82.0,173.0,Medium,Drip,10.6,Rabi,Millets,52,Middle,396653,22,Dry,0,1,1,Medium,"['Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Uzhavan Mobile App']"
Clay,80,21,83,7.1,28.3,63.5,193.0,High,Drip,1.6,Rabi,Paddy,62,Diploma,550403,29,Delta,0,1,1,High,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Soil Moisture Sensor']"
Clay,113,144,73,6.8,36.6,70.7,69.0,Low,Borewell,6.7,Rabi,Millets,49,Middle,690799,48,Coastal,0,0,0,Low,"['Mulching Sheets', 'Uzhavan Mobile App', 'Weather Forecast Mobile App']"
Clay,138,112,9,8.1,22.6,52.8,72.3,Medium,Borewell,1.3,Kharif,Millets,37,Middle,71266,23,Dry,0,1,1,Medium,"['Drip Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Soil Testing Kit', 'Drone Spraying']"
Red,47,58,182,5.3,39.5,77.2,140.7,Medium,Rainfed,15.9,Kharif,Millets,28,Higher Secondary,421525,17,Coastal,1,1,1,Medium,"['Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Mulching Sheets', 'Farm Mechanization Tools']"
Red,120,32,153,4.8,29.6,65.3,253.0,Medium,Borewell,1.0,Rabi,Millets,57,Primary,992317,35,Dry,0,1,1,Medium,"['Weather Forecast Mobile App', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Uzhavan Mobile App']"
Red,87,99,153,9.4,26.6,85.2,88.7,Medium,Sprinkler,16.9,Rabi,Millets,51,Primary,141452,25,Dry,1,0,1,Medium,"['Soil Testing Kit', 'Drip Irrigation', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Mulching Sheets']"
Alluvial,26,58,55,6.2,25.9,27.4,143.1,Medium,Canal,19.5,Rabi,Millets,44,Primary,970525,1,Coastal,1,1,0,Medium,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Drip Irrigation', 'Weather Forecast Mobile App']"
Red,62,138,43,8.4,33.4,72.5,162.7,Medium,Rainfed,16.5,Kharif,Millets,69,No Formal,944462,10,Delta,1,0,1,Medium,"['Soil Testing Kit', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Drip Irrigation']"
Red,121,32,103,4.9,29.5,28.6,210.8,Low,Sprinkler,1.5,Kharif,Millets,35,High,780332,14,Delta,1,0,1,Medium,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Drone Spraying', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Drip Irrigation']"
Clay,109,48,189,8.5,20.2,21.1,144.8,Low,Drip,13.0,Rabi,Millets,69,Diploma,121376,37,Coastal,0,1,1,Medium,"['Drone Spraying', 'Uzhavan Mobile App', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Testing Kit']"
Black,129,41,147,7.8,22.3,89.1,230.0,Medium,Borewell,2.6,Rabi,Millets,25,Higher Secondary,617544,28,Dry,0,1,0,Medium,"['Sprinkler Irrigation', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Mulching Sheets']"
Red,10,79,106,6.5,17.4,43.5,41.5,Low,Sprinkler,12.5,Kharif,Millets,46,Middle,890594,16,Coastal,0,1,1,Medium,"['Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Drone Spraying', 'Mulching Sheets', 'Soil Testing Kit']"
Clay,42,6,204,7.7,32.8,48.3,117.2,Low,Borewell,12.8,Kharif,Millets,51,Diploma,272249,25,Dry,0,1,0,Low,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Mulching Sheets']"
Sandy,89,32,17,7.2,36.4,80.1,20.4,Medium,Canal,3.0,Kharif,Millets,72,Middle,937142,35,Dry,0,1,1,Medium,"['Soil Testing Kit', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Uzhavan Mobile App']"
Red,61,8,160,7.7,16.5,29.6,112.2,Medium,Rainfed,13.5,Kharif,Millets,57,Degree,709047,40,Coastal,0,1,1,Medium,"['Drone Spraying', 'Drip Irrigation', 'Uzhavan Mobile App', 'Mulching Sheets', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Clay,22,88,76,5.4,31.5,36.6,264.1,High,Drip,5.0,Kharif,Paddy,70,Degree,596813,35,Delta,0,0,0,Low,"['Mulching Sheets', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Sprinkler Irrigation']"
Alluvial,57,72,86,4.8,23.0,78.1,121.8,Low,Canal,14.6,Kharif,Millets,49,Middle,351330,49,Coastal,0,0,1,Low,"['Soil Testing Kit', 'Uzhavan Mobile App', 'Mulching Sheets', 'Sprinkler Irrigation']"
Clay,33,11,188,7.0,20.1,25.2,117.1,Low,Borewell,8.7,Kharif,Millets,38,Diploma,646162,31,Delta,0,0,0,Medium,"['Sprinkler Irrigation', 'Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Mulching Sheets']"
Alluvial,136,113,153,8.2,31.0,80.4,203.4,Low,Rainfed,7.2,Kharif,Millets,55,High,521949,23,Dry,1,1,0,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Farm Mechanization Tools']"
Red,36,65,184,8.9,32.7,28.8,89.7,Low,Sprinkler,15.1,Rabi,Millets,47,Primary,274207,27,Dry,1,1,1,Medium,"['Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Sandy,38,33,7,9.7,32.4,69.4,266.0,Medium,Sprinkler,19.1,Kharif,Millets,29,No Formal,884464,24,Delta,1,1,1,Medium,"['Mulching Sheets', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Drone Spraying', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Black,119,126,41,7.2,24.2,27.8,219.9,High,Drip,2.4,Kharif,Sugarcane,49,No Formal,919229,7,Delta,0,0,1,Low,"['Uzhavan Mobile App', 'Drip Irrigation', 'Soil Moisture Sensor']"
Clay,75,130,161,6.7,24.7,52.2,22.0,Low,Sprinkler,11.9,Kharif,Millets,52,Postgraduate,454438,19,Hilly,0,1,1,Medium,"['Soil Moisture Sensor', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Drip Irrigation']"
Sandy,67,15,189,8.6,35.0,77.5,251.9,Low,Borewell,1.3,Rabi,Millets,44,No Formal,531034,42,Hilly,0,1,1,Medium,"['Drone Spraying', 'Uzhavan Mobile App', 'Mulching Sheets']"
Black,94,58,141,7.3,39.5,42.9,184.6,High,Canal,17.7,Kharif,Sugarcane,28,No Formal,99393,42,Delta,0,1,0,Low,"['Mulching Sheets', 'Uzhavan Mobile App']"
Black,34,128,23,7.2,37.8,38.4,229.6,Medium,Borewell,6.3,Rabi,Millets,54,High,690601,45,Delta,1,1,0,High,"['Drip Irrigation', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Drone Spraying', 'Soil Testing Kit', 'Greenhouse / Polyhouse']"
Red,102,131,43,6.9,39.0,58.1,24.1,Medium,Rainfed,1.2,Rabi,Millets,69,Postgraduate,345854,34,Dry,0,0,1,Low,"['Sprinkler Irrigation', 'Drip Irrigation', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App']"
Sandy,124,52,125,3.8,27.9,81.3,257.6,Medium,Sprinkler,7.4,Kharif,Millets,44,No Formal,207325,19,Coastal,0,1,1,Low,"['Drip Irrigation', 'Weather Forecast Mobile App']"
Alluvial,118,13,82,4.5,35.7,43.7,42.0,Medium,Borewell,1.5,Kharif,Millets,70,High,680840,13,Hilly,0,0,1,Medium,"['Mulching Sheets', 'Soil Testing Kit', 'Weather Forecast Mobile App']"
Alluvial,124,92,99,5.3,25.5,79.8,228.8,High,Rainfed,17.0,Kharif,Millets,45,Degree,360953,19,Hilly,1,0,1,Medium,"['Drone Spraying', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor']"
Alluvial,119,26,23,6.2,39.5,54.6,182.6,Medium,Drip,6.8,Kharif,Millets,27,Postgraduate,645078,43,Coastal,0,0,1,Medium,"['Mulching Sheets', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
Clay,96,139,7,7.5,25.8,35.0,230.8,High,Canal,10.4,Rabi,Paddy,68,Primary,941734,38,Hilly,1,1,1,High,"['Drip Irrigation', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Weather Forecast Mobile App']"
Red,66,113,66,9.3,37.2,89.0,198.7,High,Canal,0.8,Kharif,Millets,34,Postgraduate,543280,24,Delta,1,0,0,Medium,"['Soil Moisture Sensor', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Soil Testing Kit']"
Sandy,21,75,200,9.9,20.4,88.9,290.6,Medium,Rainfed,1.9,Rabi,Millets,45,High,732715,35,Dry,1,1,0,Medium,"['Soil Testing Kit', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Drone Spraying']"
Black,105,27,119,8.4,39.2,46.2,240.0,High,Rainfed,11.8,Rabi,Sugarcane,31,Diploma,328959,6,Delta,0,0,1,Medium,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Soil Moisture Sensor']"
Alluvial,56,55,185,4.4,34.1,74.1,252.1,Low,Rainfed,19.2,Kharif,Millets,57,No Formal,654065,23,Delta,0,0,1,Medium,"['Sprinkler Irrigation', 'Mulching Sheets', 'Soil Testing Kit']"
Clay,42,118,176,6.8,16.7,64.0,123.0,High,Rainfed,11.1,Rabi,Paddy,72,High,779922,20,Delta,0,0,0,Medium,"['Sprinkler Irrigation', 'Drone Spraying', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Drip Irrigation']"
Red,83,21,184,6.1,26.7,22.7,76.0,Medium,Canal,9.0,Kharif,Millets,25,High,890739,12,Coastal,0,0,0,Medium,"['Farm Mechanization Tools', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Drone Spraying', 'Soil Moisture Sensor']"
Black,108,47,90,4.1,38.0,84.2,237.6,Low,Drip,10.2,Rabi,Millets,42,Degree,874709,10,Hilly,0,1,1,Medium,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Drone Spraying', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Mulching Sheets']"
Red,86,142,180,3.7,20.6,94.4,298.6,Medium,Sprinkler,1.4,Kharif,Millets,23,High,205111,3,Delta,0,0,1,Low,"['Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Mulching Sheets']"
Red,80,58,196,3.9,19.3,53.1,20.1,High,Drip,8.2,Rabi,Millets,21,Higher Secondary,481005,5,Dry,1,1,0,Medium,"['Soil Moisture Sensor', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Drip Irrigation']"
Alluvial,21,135,131,9.8,39.6,65.6,55.8,Low,Sprinkler,10.4,Rabi,Millets,20,Higher Secondary,156306,42,Hilly,1,1,1,High,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Soil Testing Kit', 'Mulching Sheets', 'Soil Moisture Sensor']"
Alluvial,38,87,56,4.3,29.9,40.6,24.4,Medium,Canal,14.0,Kharif,Millets,44,Degree,55018,40,Delta,1,1,1,High,"['Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Drone Spraying']"
Red,41,38,66,6.7,18.3,64.9,26.8,Low,Canal,1.6,Rabi,Millets,57,Postgraduate,786049,25,Coastal,1,1,0,Medium,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Drone Spraying', 'Drip Irrigation', 'Soil Testing Kit']"
Clay,127,138,17,9.2,19.9,74.6,99.9,High,Borewell,2.7,Kharif,Paddy,32,Postgraduate,210201,5,Coastal,0,0,1,Low,"['Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Mulching Sheets']"
Black,68,87,182,5.4,33.3,62.5,51.2,Low,Borewell,15.5,Kharif,Millets,33,Postgraduate,153336,18,Delta,0,1,0,Medium,"['Farm Mechanization Tools', 'Sprinkler Irrigation', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Clay,129,28,106,6.7,25.6,27.0,238.1,Medium,Borewell,12.8,Kharif,Millets,35,Degree,715839,21,Dry,0,0,0,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Farm Mechanization Tools']"
Clay,41,80,73,4.8,35.9,38.3,130.3,Low,Rainfed,13.6,Kharif,Millets,48,Degree,708407,1,Dry,0,0,1,Medium,"['Drone Spraying', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Mulching Sheets', 'Uzhavan Mobile App']"
Black,21,20,33,4.4,25.6,44.8,83.3,Medium,Rainfed,6.1,Kharif,Millets,41,High,577807,1,Coastal,0,0,1,Medium,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Mulching Sheets', 'Greenhouse / Polyhouse']"
Sandy,111,5,6,4.8,16.6,85.7,252.2,Low,Sprinkler,5.2,Kharif,Millets,67,High,417405,45,Dry,1,1,0,Medium,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Mulching Sheets']"
Black,24,68,81,7.7,31.2,33.2,298.1,High,Drip,15.8,Rabi,Sugarcane,36,Higher Secondary,769306,17,Hilly,0,1,1,Medium,"['Uzhavan Mobile App', 'Sprinkler Irrigation', 'Mulching Sheets', 'Drip Irrigation', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drone Spraying']"
Red,44,90,13,8.8,16.3,62.8,47.8,Medium,Rainfed,16.2,Kharif,Millets,49,High,736538,45,Coastal,1,1,0,Medium,"['Mulching Sheets', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drone Spraying', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Sprinkler Irrigation']"
Clay,136,58,36,5.7,28.0,64.6,141.8,High,Drip,4.6,Rabi,Paddy,31,Primary,345331,28,Hilly,1,0,0,Low,['Drone Spraying']
Red,131,110,148,3.6,27.3,65.7,119.7,Medium,Borewell,19.4,Kharif,Millets,34,Postgraduate,345825,15,Delta,0,1,1,Medium,"['Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Drone Spraying', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Sprinkler Irrigation']"
Red,31,108,65,8.6,33.2,61.0,192.6,Low,Drip,8.0,Rabi,Millets,73,High,876598,3,Hilly,0,0,0,Medium,"['Greenhouse / Polyhouse', 'Drip Irrigation', 'Drone Spraying']"
Black,5,138,141,6.1,29.4,79.4,54.1,Low,Borewell,18.3,Rabi,Millets,74,No Formal,602572,17,Dry,0,0,0,Low,"['Weather Forecast Mobile App', 'Drone Spraying']"
Red,21,120,75,8.8,23.7,45.0,217.7,High,Sprinkler,19.8,Rabi,Millets,45,Middle,876780,14,Hilly,0,0,0,Medium,"['Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets']"
Black,121,94,6,5.8,31.0,52.1,219.0,Medium,Sprinkler,4.0,Kharif,Millets,34,Middle,333383,38,Hilly,0,1,0,Low,"['Sprinkler Irrigation', 'Drone Spraying']"
Red,34,54,47,8.4,32.4,33.3,284.7,Medium,Rainfed,13.5,Rabi,Millets,57,Middle,884342,25,Hilly,1,1,1,High,"['Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Mulching Sheets', 'Drone Spraying']"
Alluvial,45,7,35,3.7,38.8,77.5,197.4,High,Drip,14.8,Kharif,Millets,38,No Formal,261236,18,Coastal,0,1,0,Low,"['Soil Moisture Sensor', 'Sprinkler Irrigation']"
Black,95,9,107,8.4,33.2,23.2,43.7,Medium,Borewell,12.3,Rabi,Millets,40,Diploma,221620,33,Dry,1,1,1,High,"['Uzhavan Mobile App', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Drone Spraying', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse']"
Black,5,108,165,6.0,28.1,73.9,275.6,Low,Borewell,7.7,Rabi,Millets,64,Middle,711950,35,Dry,0,0,1,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse']"
Black,101,92,139,8.4,19.6,94.5,159.9,Medium,Drip,9.0,Kharif,Millets,55,Postgraduate,243436,39,Delta,1,1,1,High,"['Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Mulching Sheets', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drone Spraying', 'Drip Irrigation']"
Clay,84,110,133,7.9,38.6,20.5,143.9,Medium,Sprinkler,7.7,Rabi,Millets,49,High,169194,10,Delta,0,0,0,Low,"['Drone Spraying', 'Uzhavan Mobile App']"
Black,139,72,107,9.4,25.9,94.0,297.6,High,Canal,13.8,Kharif,Sugarcane,32,Degree,254052,47,Hilly,1,1,0,High,"['Sprinkler Irrigation', 'Drone Spraying', 'Soil Moisture Sensor', 'Drip Irrigation', 'Uzhavan Mobile App', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Farm Mechanization Tools']"
Sandy,121,25,72,4.8,27.1,39.2,21.2,Low,Borewell,19.8,Kharif,Millets,19,No Formal,823096,33,Coastal,1,1,1,Medium,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Drip Irrigation']"
Red,60,42,55,8.9,31.8,89.8,196.8,Medium,Sprinkler,15.2,Rabi,Millets,22,No Formal,659670,6,Hilly,0,1,0,Low,"['Mulching Sheets', 'Drone Spraying']"
Black,91,44,165,7.7,28.3,47.6,281.3,Low,Rainfed,4.4,Kharif,Millets,72,Primary,891318,24,Hilly,0,1,1,Medium,"['Mulching Sheets', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drip Irrigation']"
Black,39,20,154,8.6,32.2,65.4,146.9,Medium,Borewell,4.5,Rabi,Millets,37,Middle,466800,31,Dry,0,1,0,Low,"['Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Drone Spraying']"
Black,112,94,121,5.9,17.2,91.0,281.5,High,Sprinkler,1.8,Rabi,Sugarcane,42,No Formal,940227,20,Hilly,0,0,0,Low,"['Mulching Sheets', 'Greenhouse / Polyhouse']"
Red,26,48,32,8.4,25.4,91.4,38.2,High,Canal,15.4,Kharif,Millets,57,Postgraduate,115527,12,Delta,0,1,0,Medium,"['Soil Testing Kit', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation']"
Black,62,120,170,7.3,31.2,51.6,184.9,Low,Canal,8.7,Kharif,Millets,47,Postgraduate,590669,10,Hilly,0,1,0,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Sprinkler Irrigation', 'Mulching Sheets', 'Soil Testing Kit', 'Soil Moisture Sensor']"
Clay,87,96,189,7.8,32.7,87.6,246.3,Medium,Borewell,1.0,Rabi,Millets,72,Diploma,747774,5,Coastal,0,0,0,Medium,"['Drone Spraying', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Mulching Sheets']"
Alluvial,35,12,59,8.9,31.1,35.2,38.2,Medium,Sprinkler,16.5,Kharif,Millets,33,High,899459,1,Coastal,0,0,0,Medium,"['Weather Forecast Mobile App', 'Drone Spraying', 'Mulching Sheets', 'Uzhavan Mobile App', 'Sprinkler Irrigation']"
Red,106,25,52,8.0,32.9,27.0,210.5,Low,Borewell,16.9,Rabi,Millets,41,Degree,758734,3,Coastal,0,1,0,Medium,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Drone Spraying']"
